condition,eta_mV,n_families,all_families_supported,n_families_supported,common_support_min_mV,common_support_max_mV,X_V_mean,X_V_sd,X_H_mean,X_H_sd,X_T_mean,X_T_sd
acid,48.5,4,True,4,4.94542072980592,192.1075672620645,0.3555646381042943,0.1231420771392032,0.0452276184367238,0.0114464321374458,0.5992077429680838,0.1119170704717446
acid,49.0,4,True,4,4.94542072980592,192.1075672620645,0.3574162570039521,0.1222282840481054,0.0451871344159422,0.0113243234329272,0.5973966080897591,0.1111186568578899
acid,49.5,4,True,4,4.94542072980592,192.1075672620645,0.3592446712974845,0.1213057311735726,0.0451505354201741,0.0112034913447447,0.5956047927918179,0.1103104201007492
acid,50.0,4,True,4,4.94542072980592,192.1075672620645,0.3610495309788429,0.1203748315036664,0.0451178117958222,0.0110839272676115,0.5938326567352347,0.1094927755352332
acid,50.5,4,True,4,4.94542072980592,192.1075672620645,0.3628304962234388,0.1194359967934808,0.0450889540978063,0.0109656224912264,0.5920805491886443,0.1086661375075192
acid,51.0,4,True,4,4.94542072980592,192.1075672620645,0.3645872375124225,0.1184896372077268,0.0450639531000412,0.0108485682097539,0.5903488088978871,0.107830919023147
acid,51.5,4,True,4,4.94542072980592,192.1075672620645,0.3663194357468799,0.1175361609759229,0.0450427997932753,0.0107327555188371,0.5886377639707369,0.1069875313897626
acid,52.0,4,True,4,4.94542072980592,192.1075672620645,0.3680267823475032,0.1165759740549865,0.0450254853928584,0.0106181754169653,0.5869477317701522,0.1061363838806608
acid,52.5,4,True,4,4.94542072980592,192.1075672620645,0.3697089793441472,0.1156094798007587,0.0450120013425029,0.0105048188156203,0.5852790188245367,0.1052778833995587
acid,53.0,4,True,4,4.94542072980592,192.1075672620645,0.3713657394519391,0.1146370786508719,0.0450023393168425,0.0103926765348551,0.5836319207426898,0.1044124341602027
acid,53.5,4,True,4,4.94542072980592,192.1075672620645,0.3729967861347115,0.1136591678184484,0.0449964912272795,0.0102817393111741,0.5820067221499661,0.1035404373727513
acid,54.0,4,True,4,4.94542072980592,192.1075672620645,0.3746018536608456,0.1126761409947509,0.0449944492243048,0.0101719977968668,0.5804036966276759,0.1026622909453839
acid,54.5,4,True,4,4.94542072980592,192.1075672620645,0.3761806871409781,0.1116883880665315,0.0449962057029826,0.0100634425673937,0.5788231066688725,0.101778389191628
